0.112981,   0.114076,   0.115081,   0.11601,   0.116879,   0.117697,   0.118482,   0.119132,   0.119943,   0.120631,   0.121309,   ; 

0.1129,   0.114016,   0.115035,   0.115977,   0.116856,   0.117681,   0.118473,   0.119117,   0.119945,   0.120637,   0.121318,   ; 

0.11293,   0.11404,   0.115056,   0.115995,   0.116871,   0.117694,   0.118485,   0.119126,   0.119954,   0.120645,   0.121325,   ; 

0.113054,   0.114142,   0.11514,   0.116066,   0.116931,   0.117747,   0.11853,   0.119164,   0.119989,   0.120676,   0.121353,   ; 

0.113106,   0.114184,   0.115175,   0.116095,   0.116956,   0.117768,   0.118549,   0.119179,   0.120003,   0.120689,   0.121365,   ; 

0.113145,   0.114215,   0.115201,   0.116116,   0.116974,   0.117784,   0.118562,   0.119191,   0.120014,   0.120698,   0.121373,   ; 

0.113157,   0.114225,   0.115209,   0.116123,   0.11698,   0.117789,   0.118567,   0.119194,   0.120017,   0.120701,   0.121376,   ; 

0.113173,   0.114238,   0.11522,   0.116132,   0.116988,   0.117795,   0.118572,   0.119199,   0.120021,   0.120705,   0.121379,   ; 

0.113175,   0.114239,   0.115221,   0.116133,   0.116988,   0.117796,   0.118573,   0.1192,   0.120022,   0.120705,   0.12138,   ; 

0.11318,   0.114244,   0.115224,   0.116136,   0.116991,   0.117798,   0.118575,   0.119201,   0.120023,   0.120707,   0.121381,   ; 

0.11318,   0.114244,   0.115224,   0.116136,   0.116991,   0.117798,   0.118575,   0.119201,   0.120023,   0.120707,   0.121381,   ; 

0.113182,   0.114245,   0.115225,   0.116137,   0.116992,   0.117799,   0.118575,   0.119202,   0.120024,   0.120707,   0.121381,   ; 

0.112627,   0.113725,   0.114744,   0.115689,   0.116571,   0.117401,   0.118187,   0.118946,   0.119665,   0.120368,   0.12105,   0.112627,   0.113725,   0.114744,   0.115689,   0.116571,   0.117401,   0.118187,   0.118946,   0.119665,   0.120368,   0.12105,   
